"Wavelength","Lipi-Blue EM","Lipi-Blue EX","Hoechst 33342 EM","Hoechst 33342 EX","LysoTracker Green EM","LysoTracker Green EX","SYBR Gold EM","SYBR Gold EX","TMRE EM","TMRE EX","SPY505 EM","SPY505 AB","SPY620 EM","SPY620 AB","SiR EM","SiR AB","DRAQ7 EM","DRAQ7 EX"
712,,,,,,,,,,,,,0.1297968327999115,0.0006781520205549896,0.28538328,0.007325082,0.54,0.06
713,,,,,,,,,,,,,0.126975167542696,0.0012845760211348534,0.27137064,0.006819904,0.53,0.06
714,,,,,,,,,,,,,0.1241535022854805,0.0012519729789346457,0.257358,0.006819904,0.53,0.05
715,,,,,,,,,,,,,0.1196388266980648,0.0011476409854367375,0.251579175,0.006567315,0.52,0.05
716,,,,,,,,,,,,,0.11512415111064911,0.001388906966894865,0.24580035,0.006062137,0.51,0.05
717,,,,,,,,,,,,,0.11173814907670021,0.002627837937325239,0.23995255999999998,0.005809548,0.51,0.05
718,,,,,,,,,,,,,0.10835214704275131,0.002921269042417407,0.23410477,0.005809548,0.5,0.05
719,,,,,,,,,,,,,0.10553047433495522,0.0025756729301065207,0.22973960999999998,0.005556959,0.5,0.04
720,,,,,,,,,,,,,0.10270880162715912,0.0026539210230112076,0.22537445,0.005556959,0.5,0.04
721,,,,,,,,,,,,,0.10214446857571602,0.0024387380108237267,0.21974733000000002,0.00530437,0.49,0.04
722,,,,,,,,,,,,,0.10158013552427292,0.0023018040228635073,0.21412021,0.005051781,0.49,0.04
723,,,,,,,,,,,,,0.09424379095435143,0.0029017070773988962,0.21103081,0.005051781,0.48,0.04
724,,,,,,,,,,,,,0.08690744638442993,0.003997182939201593,0.20794141,0.005051781,0.48,0.04
725,,,,,,,,,,,,,0.08126410841941833,0.003886331105604768,0.203734865,0.004799192,0.48,0.04
726,,,,,,,,,,,,,0.07562077045440674,0.0035537760704755783,0.19952832,0.004799192,0.48,0.03
727,,,,,,,,,,,,,0.07562077045440674,0.004029787145555019,0.19657684,0.005051781,0.48,0.03
728,,,,,,,,,,,,,0.07562077045440674,0.004244969226419926,0.19362536,0.004799192,0.47,0.03
729,,,,,,,,,,,,,0.07223476469516754,0.0032799069304019213,0.1880603,0.004546603,0.47,0.03
730,,,,,,,,,,,,,0.06884875893592834,0.0024256969336420298,0.18249524,0.004546603,0.46,0.03
731,,,,,,,,,,,,,0.06659142300486565,0.002530028112232685,0.180840205,0.004546603,0.46,0.03
732,,,,,,,,,,,,,0.06433408707380295,0.0030321211088448763,0.17918517,0.004546603,0.44,0.03
733,,,,,,,,,,,,,0.061512416228652,0.0018714379984885454,0.17370976,0.004546603,0.45,0.03
734,,,,,,,,,,,,,0.05869074538350105,0.0004434070142451674,0.16823435,0.004546603,0.44,0.03
735,,,,,,,,,,,,,0.056997742503881454,0.0016432140255346894,0.16628279,0.004294014,0.44,0.03
736,,,,,,,,,,,,,0.055304739624261856,0.001975768944248557,0.16433123,0.004041425,0.44,0.02
737,,,,,,,,,,,,,0.054740406572818756,0.001682337955571711,0.163993325,0.003788836,0.43,0.02
738,,,,,,,,,,,,,0.054176073521375656,0.0024126549251377583,0.16365542,0.004041425,0.41,0.02
739,,,,,,,,,,,,,0.05135440267622471,0.002184431068599224,0.15826965999999998,0.004041425,0.42,0.02
740,,,,,,,,,,,,,0.04853273183107376,0.0019562069792300463,0.1528839,0.004294014,0.41,0.02
741,,,,,,,,,,,,,0.04627539590001106,0.0021779111120849848,0.15158745499999998,0.004041425,0.41,0.02
742,,,,,,,,,,,,,0.044018059968948364,0.0029147479217499495,0.15029101,0.003536247,0.41,0.02
743,,,,,,,,,,,,,0.043453725054860115,0.0038406860549002886,0.14471905499999999,0.004041425,0.4,0.02
744,,,,,,,,,,,,,0.042889390140771866,0.0030321211088448763,0.1391471,0.004041425,0.39,0.02
745,,,,,,,,,,,,,0.03837471827864647,0.0038667689077556133,0.1388023,0.003536247,0.38,0.02
746,,,,,,,,,,,,,0.03386004641652107,0.0029296420980244875,0.1384575,0.003788836,0.37,0.02
747,,,,,,,,,,,,,0.03442437946796417,0.003001369070261717,0.13270626000000002,0.003788836,0.36,0.02
748,,,,,,,,,,,,,0.03498871251940727,0.002979472978040576,0.12695502,0.003536247,0.36,0.02
749,,,,,,,,,,,,,0.03386004455387592,0.003514169016852975,0.124851742,0.003536247,0.34,0.02
750,,,,,,,,,,,,,0.032731376588344574,0.002979472978040576,0.122748464,0.003788836,0.33,0.02
751,,,,,,,,,,,,,0.03103837464004755,,0.120624502,0.003788836,0.32,0.02
752,,,,,,,,,,,,,0.029345372691750526,,0.11850054,0.003283657,0.31,0.02
753,,,,,,,,,,,,,0.029345372691750526,,0.112942375,0.003536247,0.3,0.02
754,,,,,,,,,,,,,0.029345372691750526,,0.10738421,0.003788836,0.31,0.02
755,,,,,,,,,,,,,0.027088036760687828,,0.104887868,0.003788836,0.3,0.02
756,,,,,,,,,,,,,0.02483070082962513,,0.102391526,0.003788836,0.28,0.02
757,,,,,,,,,,,,,0.022573363967239857,,0.097350563,0.003536247,0.27,0.02
758,,,,,,,,,,,,,0.020316027104854584,,0.0923096,0.003536247,0.27,0.02
759,,,,,,,,,,,,,0.020316027104854584,,0.09021322500000001,0.003283657,0.26,0.02
760,,,,,,,,,,,,,0.020316027104854584,,0.08811685,0.003536247,0.25,0.02
761,,,,,,,,,,,,,0.019187359139323235,,0.08401374,0.003788836,0.24,0.02
762,,,,,,,,,,,,,0.018058691173791885,,0.07991063,0.003788836,0.24,0.02
763,,,,,,,,,,,,,0.018058691173791885,,0.078455575,0.003536247,0.23,0.01
764,,,,,,,,,,,,,0.018058691173791885,,0.07700052,0.003283657,0.22,0.01
765,,,,,,,,,,,,,0.01862302515655756,,0.07530411000000001,0.003283657,0.21,0.01
766,,,,,,,,,,,,,0.019187359139323235,,0.0736077,0.003536247,0.21,0.01
767,,,,,,,,,,,,,0.018058691173791885,,0.070373485,0.003283657,0.2,0.01
768,,,,,,,,,,,,,0.016930023208260536,,0.06713927,0.003536247,0.2,0.01
769,,,,,,,,,,,,,0.015237020794302225,,0.065035995,0.003536247,0.21,0.01
770,,,,,,,,,,,,,0.013544018380343914,,0.06293272,0.003788836,0.2,0.01
771,,,,,,,,,,,,,0.014672685880213976,,0.061532837,0.003788836,0.19,0.01
772,,,,,,,,,,,,,0.015801353380084038,,0.060132954,0.003283657,0.18,0.01
773,,,,,,,,,,,,,0.014672685880213976,,0.0590847655,0.003283657,0.18,0.01
774,,,,,,,,,,,,,0.013544018380343914,,0.058036577,0.003283657,0.18,0.01
775,,,,,,,,,,,,,0.013544018380343914,,0.05398174,0.003031068,0.17,0.01
776,,,,,,,,,,,,,0.013544018380343914,,0.049926903,0.003031068,0.15,0.01
777,,,,,,,,,,,,,0.012415350414812565,,0.047989131500000004,0.003283657,0.16,0.01
778,,,,,,,,,,,,,0.011286682449281216,,0.04605136,0.003283657,0.15,0.01
779,,,,,,,,,,,,,0.01185101643204689,,0.044568725000000003,0.003536247,0.14,0.01
780,,,,,,,,,,,,,0.012415350414812565,,0.04308609,0.003283657,0.14,0.01
781,,,,,,,,,,,,,0.011286681983619928,,0.0427274985,0.003031068,0.13,0.01
782,,,,,,,,,,,,,0.010158013552427292,,0.042368907,0.003031068,0.12,0.01
783,,,,,,,,,,,,,0.009029345121234655,,0.0402311535,0.003283657,0.13,0.01
784,,,,,,,,,,,,,0.007900676690042019,,0.0380934,0.003283657,0.13,0.01
785,,,,,,,,,,,,,0.009029345121234655,,0.036707306499999995,0.003283657,0.12,0.01
786,,,,,,,,,,,,,0.010158013552427292,,0.035321213,0.003536247,0.11,0.01
787,,,,,,,,,,,,,0.009029345121234655,,0.03308002,0.003788836,0.1,0.01
788,,,,,,,,,,,,,0.007900676690042019,,0.030838827,0.003536247,0.1,0.01
789,,,,,,,,,,,,,0.009029345121234655,,0.0298389095,0.003283657,0.11,0.01
790,,,,,,,,,,,,,0.010158013552427292,,0.028838992,0.003031068,0.1,0.01
791,,,,,,,,,,,,,0.010158013552427292,,0.028611425500000003,0.002778479,0.1,0.01
792,,,,,,,,,,,,,0.010158013552427292,,0.028383859,0.002778479,0.09,0.01
793,,,,,,,,,,,,,0.009029345121234655,,0.0270253495,0.003283657,0.09,0.01
794,,,,,,,,,,,,,0.007900676690042019,,0.02566684,0.003283657,0.09,0.01
795,,,,,,,,,,,,,0.007900676690042019,,0.025577192999999998,0.003283657,0.1,0.01
796,,,,,,,,,,,,,0.007900676690042019,,0.025487546,0.003283657,0.1,0.01
797,,,,,,,,,,,,,0.009029345121234655,,0.0244738365,0.003283657,0.09,0.01
798,,,,,,,,,,,,,0.010158013552427292,,0.023460127,0.003031068,0.08,0.01
799,,,,,,,,,,,,,0.009029345121234655,,0.0222119545,0.003031068,0.09,0.01
800,,,,,,,,,,,,,,,0.020963782,0.003283657
801,,,,,,,,,,,,,,,0.0209086145
802,,,,,,,,,,,,,,,0.020853447
803,,,,,,,,,,,,,,,0.020508648
804,,,,,,,,,,,,,,,0.020163849
805,,,,,,,,,,,,,,,0.0193018515
806,,,,,,,,,,,,,,,0.018439854
807,,,,,,,,,,,,,,,0.018053678
808,,,,,,,,,,,,,,,0.017667502
809,,,,,,,,,,,,,,,0.017943342
810,,,,,,,,,,,,,,,0.018219182
811,,,,,,,,,,,,,,,0.0168606735
812,,,,,,,,,,,,,,,0.015502165
813,,,,,,,,,,,,,,,0.015198742000000001
814,,,,,,,,,,,,,,,0.014895319
815,,,,,,,,,,,,,,,0.0150677185
816,,,,,,,,,,,,,,,0.015240118
817,,,,,,,,,,,,,,,0.0150539265
818,,,,,,,,,,,,,,,0.014867735
819,,,,,,,,,,,,,,,0.014378120500000001
820,,,,,,,,,,,,,,,0.013888506
821,,,,,,,,,,,,,,,0.013198907999999999
822,,,,,,,,,,,,,,,0.01250931
823,,,,,,,,,,,,,,,0.012433454
824,,,,,,,,,,,,,,,0.012357598
825,,,,,,,,,,,,,,,0.0114956005
826,,,,,,,,,,,,,,,0.010633603
827,,,,,,,,,,,,,,,0.010661186999999999
828,,,,,,,,,,,,,,,0.010688771
829,,,,,,,,,,,,,,,0.009950901
830,,,,,,,,,,,,,,,0.009213031
831,,,,,,,,,,,,,,,0.009150967
832,,,,,,,,,,,,,,,0.009088903
833,,,,,,,,,,,,,,,0.0092199265
834,,,,,,,,,,,,,,,0.00935095
835,,,,,,,,,,,,,,,0.0106611865
836,,,,,,,,,,,,,,,0.011971423
837,,,,,,,,,,,,,,,0.010971505999999999
838,,,,,,,,,,,,,,,0.009971589
839,,,,,,,,,,,,,,,0.0075028275
840,,,,,,,,,,,,,,,0.005034066
841,,,,,,,,,,,,,,,0.0060063995000000005
842,,,,,,,,,,,,,,,0.006978733
843,,,,,,,,,,,,,,,0.005771936
844,,,,,,,,,,,,,,,0.004565139
845,,,,,,,,,,,,,,,0.0047375385
846,,,,,,,,,,,,,,,0.004909938
847,,,,,,,,,,,,,,,0.0051375055
848,,,,,,,,,,,,,,,0.005365073
849,,,,,,,,,,,,,,,0.0038065814999999996
